"epp"|"school_year"|"BEP"|"post"|"alt"|"post_bac"|"trad"|"alt_bl"|"post_bac_bl"|"trad_bl"|"bl"|"trad_bl_prop"|"alt_ela"|"alt_g"|"alt_m"|"alt_sci"|"alt_ss"|"alt_tot"|"alt_cte"|"alt_fa"|"alt_hel"|"alt_sped"|"alt_loe"|"alt_cs"|"post_bac_fa"|"post_bac_g"|"post_bac_m"|"post_bac_sped"|"post_bac_tot"|"post_bac_ela"|"post_bac_hel"|"post_bac_loe"|"post_bac_ss"|"post_bac_sci"|"post_bac_cte"|"post_bac_cs"|"trad_ela"|"trad_fa"|"trad_g"|"trad_m"|"trad_sci"|"trad_ss"|"trad_sped"|"trad_tot"|"trad_cte"|"trad_loe"|"trad_hel"|"trad_cs"
"741"|"ACT-Rio Grande Valley"|2015|"Non-BEP"|0|216|0|0|13|0|0|13|NA|13|34|10|2|3|108|14|5|4|5|3|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"742"|"Alamo Colleges"|2015|"Non-BEP"|0|90|0|0|6|0|0|6|NA|0|28|2|3|1|45|1|0|0|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"743"|"Alternative-South Texas Educator Program"|2015|"Non-BEP"|0|252|0|0|18|0|0|18|NA|15|33|8|12|4|126|10|4|3|14|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"744"|"ATC-East Houston"|2015|"Non-BEP"|0|4|0|0|1|0|0|1|NA|0|1|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"745"|"Austin Community College"|2015|"Non-BEP"|0|52|0|0|5|0|0|5|NA|0|13|2|0|0|26|0|0|0|5|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"746"|"Blinn College"|2015|"Non-BEP"|0|6|0|0|0|0|0|0|NA|0|0|1|2|0|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"747"|"Dallas ISD"|2015|"Non-BEP"|0|584|0|0|86|0|0|86|NA|6|108|17|22|5|292|5|2|4|32|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"748"|"Education Career Alternatives Program"|2015|"Non-BEP"|0|1224|0|0|87|0|0|87|NA|35|192|16|29|15|612|78|23|40|57|25|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"749"|"EIT: Excellence in Teaching"|2015|"Non-BEP"|0|42|0|0|1|0|0|1|NA|4|14|0|2|0|21|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"750"|"Harris County Department of Ed"|2015|"Non-BEP"|0|74|0|0|6|0|0|6|NA|2|22|2|3|0|37|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"751"|"Houston Community College System"|2015|"Non-BEP"|0|18|0|0|1|0|0|1|NA|0|8|0|0|0|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"752"|"HOUSTON ISD"|2015|"Non-BEP"|0|300|0|0|62|0|0|62|NA|10|55|3|9|9|150|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"753"|"Huston-Tillotson University"|2015|"Non-BEP"|0|28|0|28|2|0|0|2|0|0|5|0|0|3|14|0|0|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9|1|0|1|0|14|0|0|3|0
"754"|"Intern Teacher ACP"|2015|"Non-BEP"|0|184|0|0|40|0|0|40|NA|0|52|0|0|0|92|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"755"|"IteachTEXAS"|2015|"Non-BEP"|0|3380|0|0|78|0|0|78|NA|141|634|64|84|92|1690|129|83|110|214|29|32|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"756"|"Lone Star Colleges"|2015|"Non-BEP"|0|238|0|0|13|0|0|13|NA|5|40|8|19|6|119|6|4|3|10|1|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"757"|"McLennan Community College"|2015|"Non-BEP"|0|150|0|0|4|0|0|4|NA|3|34|1|8|1|75|12|6|0|5|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"758"|"Mountain View College"|2015|"Non-BEP"|0|106|0|0|14|0|0|14|NA|4|22|4|3|3|53|0|0|0|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"759"|"North American University"|2015|"Non-BEP"|0|16|0|12|0|0|0|0|0|1|0|5|1|0|8|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|5|0|0|0|6|0|0|0|0
"760"|"PASADENA ISD"|2015|"Non-BEP"|0|166|0|0|7|0|0|7|NA|8|45|0|3|1|83|5|4|0|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"761"|"Prairie View A&M University"|2015|"Non-BEP"|0|26|2|70|0|0|0|0|0|1|0|2|2|0|13|0|0|3|5|0|0|0|0|0|1|1|0|0|0|0|0|0|0|4|3|12|2|0|1|10|35|0|0|3|0
"762"|"Quality ACT: Alternative Certified Tchrs"|2015|"Non-BEP"|0|272|0|0|28|0|0|28|NA|10|52|5|6|7|136|4|3|8|8|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"763"|"REG 01 EDUCATION SERVICE CENTER"|2015|"Non-BEP"|0|142|0|0|9|0|0|9|NA|10|20|7|12|5|71|2|2|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"764"|"REG 02 EDUCATION SERVICE CENTER"|2015|"Non-BEP"|0|96|0|0|5|0|0|5|NA|5|22|3|3|4|48|1|0|1|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"765"|"REG 03 EDUCATION SERVICE CENTER"|2015|"Non-BEP"|0|68|0|0|1|0|0|1|NA|4|21|2|0|1|34|1|2|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"766"|"REG 04 EDUCATION SERVICE CENTER"|2015|"Non-BEP"|0|1216|0|6|139|0|0|139|0|12|275|21|29|17|608|14|27|10|51|10|3|0|0|0|0|0|0|0|0|0|0|0|0|3|0|0|0|0|0|0|3|0|0|0|0
"767"|"REG 05 EDUCATION SERVICE CENTER"|2015|"Non-BEP"|0|164|0|6|2|0|0|2|0|4|29|4|0|4|82|0|0|0|38|0|1|0|0|0|0|0|0|0|0|0|0|0|0|3|0|0|0|0|0|0|3|0|0|0|0
"768"|"REG 06 EDUCATION SERVICE CENTER"|2015|"Non-BEP"|0|116|0|0|18|0|0|18|NA|1|26|0|1|4|58|0|0|0|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"769"|"REG 07 EDUCATION SERVICE CENTER"|2015|"Non-BEP"|0|150|0|0|8|0|0|8|NA|6|25|4|8|4|75|3|5|1|8|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"770"|"REG 10 EDUCATION SERVICE CENTER"|2015|"Non-BEP"|0|636|0|0|141|0|0|141|NA|11|81|7|12|8|318|16|13|5|20|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"771"|"REG 11 EDUCATION SERVICE CENTER"|2015|"Non-BEP"|0|204|0|0|25|0|0|25|NA|4|45|0|5|1|102|1|2|1|12|2|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"772"|"REG 12 EDUCATION SERVICE CENTER"|2015|"Non-BEP"|0|130|0|46|2|0|0|2|0|4|43|3|2|4|65|1|1|3|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|18|0|0|5|0|0|0|23|0|0|0|0
"773"|"REG 13 EDUCATION SERVICE CENTER"|2015|"Non-BEP"|0|738|0|18|95|0|0|95|0|16|63|19|18|5|369|104|6|2|30|2|9|0|0|0|0|0|0|0|0|0|0|0|0|9|0|0|0|0|0|0|9|0|0|0|0
"774"|"REG 14 EDUCATION SERVICE CENTER"|2015|"Non-BEP"|0|52|0|0|0|0|0|0|NA|0|19|1|0|0|26|0|0|0|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"775"|"REG 18 EDUCATION SERVICE CENTER"|2015|"Non-BEP"|0|164|0|0|5|0|0|5|NA|3|53|6|7|4|82|1|0|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"776"|"REG 19 EDUCATION SERVICE CENTER"|2015|"Non-BEP"|0|106|0|0|11|0|0|11|NA|4|19|4|5|3|53|0|2|0|4|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"777"|"REG 20 EDUCATION SERVICE CENTER"|2015|"Non-BEP"|0|330|0|0|16|0|0|16|NA|8|85|10|14|2|165|3|7|1|16|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"778"|"Relay Graduate School of Education ACP"|2015|"Non-BEP"|0|24|0|0|0|0|0|0|NA|1|10|1|0|0|12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"779"|"Schreiner University"|2015|"Non-BEP"|0|14|0|30|0|0|0|0|0|2|3|0|0|0|7|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|12|2|0|0|0|15|0|0|1|0
"780"|"South Texas College"|2015|"Non-BEP"|0|40|0|0|7|0|0|7|NA|0|13|0|0|0|20|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"781"|"South Texas Transition to Teaching ACP"|2015|"Non-BEP"|0|298|0|0|29|0|0|29|NA|13|59|8|14|9|149|0|0|1|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"782"|"Southwestern Adventist University"|2015|"Non-BEP"|0|10|4|18|0|0|0|0|0|0|3|1|0|0|5|0|0|1|0|0|0|0|2|0|0|2|0|0|0|0|0|0|0|1|0|8|0|0|0|0|9|0|0|0|0
"783"|"Tarleton State University"|2015|"Non-BEP"|0|94|4|776|12|0|142|154|0.182989690721649|1|16|3|5|3|47|2|3|0|1|1|0|0|2|0|0|2|0|0|0|0|0|0|0|4|9|141|16|2|3|22|388|29|0|20|0
"784"|"TeacherBuilder.com"|2015|"Non-BEP"|0|514|0|0|27|0|0|27|NA|24|59|15|16|11|257|35|10|19|26|10|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"785"|"Teachers for the 21st Century"|2015|"Non-BEP"|0|48|0|0|2|0|0|2|NA|1|8|1|0|0|24|1|3|1|5|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"786"|"Teachworthy"|2015|"Non-BEP"|0|722|0|0|31|0|0|31|NA|17|158|13|22|10|361|42|7|6|39|10|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"787"|"Texas A&M International University"|2015|"Non-BEP"|0|28|0|166|1|0|4|5|0.0240963855421687|7|2|1|2|0|14|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|2|11|38|5|0|0|15|83|0|2|6|0
"788"|"Texas A&M University"|2015|"Non-BEP"|0|44|84|1542|0|1|243|244|0.157587548638132|4|0|2|8|6|22|2|0|0|0|0|0|1|0|2|0|42|23|0|0|8|7|0|0|70|0|231|92|11|1|41|771|48|0|34|0
"789"|"Texas A&M University - Central Texas"|2015|"Non-BEP"|0|6|0|128|0|0|25|25|0.1953125|1|2|0|0|0|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|0|24|2|0|1|8|64|0|0|0|0
"790"|"Texas A&M University - Commerce"|2015|"BEP"|0|166|0|778|3|0|50|53|0.06426735218509|9|30|8|4|9|83|7|2|2|7|1|1|0|0|0|0|0|0|0|0|0|0|0|0|14|23|214|19|7|4|21|389|15|4|18|0
"791"|"Texas A&M University - Kingsville"|2015|"Non-BEP"|0|22|6|204|0|0|4|4|0.0196078431372549|1|3|1|1|2|11|1|0|0|0|2|0|0|1|0|0|3|1|0|0|0|0|1|0|4|16|48|2|1|2|1|102|9|1|14|0
"792"|"Texas A&M University - San Antonio"|2015|"Non-BEP"|0|58|0|466|2|0|17|19|0.036480686695279|0|14|0|1|0|29|0|0|0|12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|7|0|143|5|4|9|35|233|0|0|13|0
"793"|"Texas A&M University - Texarkana"|2015|"Non-BEP"|0|46|2|104|0|0|1|1|0.00961538461538462|0|18|1|0|2|23|1|0|0|1|0|0|0|1|0|0|1|0|0|0|0|0|0|0|3|0|39|0|2|1|6|52|0|0|0|0
"794"|"Texas Alternative Cert Pgm @ Austin"|2015|"Non-BEP"|0|28|0|0|1|0|0|1|NA|0|8|0|0|0|14|1|1|0|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"795"|"Texas Alternative Cert Pgm @ Brownsville"|2015|"Non-BEP"|0|218|0|0|4|0|0|4|NA|9|33|5|8|3|109|19|4|10|14|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"796"|"Texas Alternative Cert Pgm @ Houston"|2015|"Non-BEP"|0|20|0|0|1|0|0|1|NA|0|4|1|0|0|10|0|1|0|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"797"|"Texas Alternative Cert Pgm @ San Antonio"|2015|"Non-BEP"|0|2|0|0|0|0|0|0|NA|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"798"|"Texas Alternative Certification Program"|2015|"Non-BEP"|0|8|0|0|2|0|0|2|NA|0|1|0|0|0|4|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"799"|"The Texas Institute for Teacher Educatio"|2015|"Non-BEP"|0|212|0|0|19|0|0|19|NA|4|51|8|6|0|106|0|0|0|18|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"800"|"TNTP Academy - Fort Worth"|2015|"Non-BEP"|0|158|0|0|21|0|0|21|NA|10|32|8|7|1|79|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"801"|"Training via E-Learning: An Alt Crt Hybr"|2015|"Non-BEP"|0|74|0|0|1|0|0|1|NA|3|16|3|4|2|37|0|0|0|6|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"802"|"University of North Texas"|2015|"BEP"|0|94|204|1392|0|26|204|230|0.146551724137931|0|12|0|0|0|47|22|0|0|13|0|0|2|22|4|0|102|12|1|2|18|10|5|0|36|105|160|31|22|53|53|696|6|6|20|0
"803"|"University of North Texas - Dallas"|2015|"BEP"|1|2|12|178|0|2|28|30|0.157303370786517|0|0|0|0|0|1|1|0|0|0|0|0|0|2|0|0|6|1|0|0|1|0|0|0|0|0|46|6|1|0|8|89|0|0|0|0
"804"|"University of Texas - El Paso"|2015|"Non-BEP"|0|98|0|648|6|0|37|43|0.0570987654320988|4|18|1|5|1|49|2|2|0|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|21|23|102|37|13|15|34|324|0|7|34|1
"805"|"Weatherford College"|2015|"Non-BEP"|0|38|0|0|1|0|0|1|NA|5|2|1|2|0|19|5|0|0|2|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"806"|"Web-Centric Alternative Cert Program"|2015|"Non-BEP"|0|1308|0|0|86|0|0|86|NA|36|319|33|31|34|654|9|18|15|54|15|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"807"|"West Texas A&M University"|2015|"Non-BEP"|0|296|26|318|8|0|3|11|0.00943396226415094|11|70|9|10|10|148|5|5|9|10|1|0|0|11|0|0|13|0|0|0|1|1|0|0|5|32|63|10|4|6|15|159|6|0|15|0
"808"|"Western Governors University"|2015|"Non-BEP"|0|20|0|0|0|0|0|0|NA|0|7|1|2|0|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"809"|"YES PREP PUBLIC SCHOOLS INC"|2015|"Non-BEP"|0|542|0|0|52|0|0|52|NA|23|115|15|19|13|271|0|7|3|11|8|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"810"|"Abilene Christian University"|2015|"Non-BEP"|0|0|36|102|0|7|16|23|0.156862745098039|0|0|0|0|0|0|0|0|0|0|0|0|0|6|0|4|18|1|0|0|0|0|0|0|4|8|15|5|1|1|0|51|0|0|0|1
"811"|"Angelo State University"|2015|"Non-BEP"|0|0|48|222|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|2|3|24|3|3|0|2|0|1|0|1|8|68|5|1|5|16|111|4|2|1|0
"812"|"Austin College"|2015|"Non-BEP"|0|0|30|0|0|0|0|0|NA|0|0|0|0|0|0|0|0|0|0|0|0|0|6|1|0|15|3|1|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"813"|"Baylor University"|2015|"Non-BEP"|0|0|4|342|0|0|44|44|0.128654970760234|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|2|0|0|0|0|0|10|26|54|13|6|6|10|171|1|0|1|0
"814"|"Concordia University"|2015|"Non-BEP"|0|0|34|66|0|1|2|3|0.0303030303030303|0|0|0|0|0|0|0|0|0|0|0|0|0|13|0|0|17|1|1|0|0|1|0|0|2|0|17|2|2|1|4|33|0|0|3|0
"815"|"Dallas Baptist University"|2015|"Non-BEP"|0|0|38|88|0|0|1|1|0.0113636363636364|0|0|0|0|0|0|0|0|0|0|0|0|0|12|2|1|19|0|1|0|3|0|0|0|6|3|28|2|1|3|0|44|0|0|0|0
"816"|"East Texas Baptist University"|2015|"Non-BEP"|0|0|12|52|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|1|1|0|6|0|0|0|0|2|0|0|1|1|12|3|0|2|0|26|0|0|7|0
"817"|"Houston Baptist University"|2015|"Non-BEP"|0|0|82|56|0|3|2|5|0.0357142857142857|0|0|0|0|0|0|0|0|0|0|0|0|1|23|0|2|41|0|2|0|6|4|0|0|1|8|8|2|0|4|2|28|0|0|1|0
"818"|"Howard Payne University"|2015|"Non-BEP"|0|0|2|54|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|1|9|13|1|0|1|0|27|0|0|2|0
"819"|"Lamar University"|2015|"Non-BEP"|0|0|48|234|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|7|2|2|24|4|1|2|1|1|2|0|7|14|64|3|1|5|7|117|1|5|10|0
"820"|"LeTourneau University"|2015|"Non-BEP"|0|0|6|120|0|0|2|2|0.0166666666666667|0|0|0|0|0|0|0|0|0|0|0|0|0|3|0|0|3|0|0|0|0|0|0|0|1|0|48|3|0|1|3|60|0|0|2|0
"821"|"Lubbock Christian University"|2015|"Non-BEP"|0|0|30|120|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|6|15|2|0|0|0|3|2|0|5|4|30|10|6|4|0|60|0|0|1|0
"822"|"McMurry University"|2015|"Non-BEP"|0|0|24|72|0|0|4|4|0.0555555555555556|0|0|0|0|0|0|0|0|0|0|0|0|2|1|1|0|12|3|2|0|2|0|0|1|0|4|19|4|0|2|0|36|1|0|1|1
"823"|"Midwestern State University"|2015|"Non-BEP"|0|0|14|132|0|0|1|1|0.00757575757575758|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|7|3|0|0|0|2|0|0|9|5|24|5|6|3|5|66|0|0|8|0
"824"|"Our Lady of the Lake University"|2015|"Non-BEP"|0|0|2|18|0|0|1|1|0.0555555555555556|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|1|0|5|0|0|1|1|9|0|0|0|0
"825"|"Paul Quinn College"|2015|"Non-BEP"|0|0|2|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|1|0|0|0|0|2|0|0|1|0
"826"|"Rice University"|2015|"Non-BEP"|0|0|6|0|0|0|0|0|NA|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|3|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"827"|"Sam Houston State University"|2015|"Non-BEP"|0|0|56|1294|0|1|177|178|0.136785162287481|0|0|0|0|0|0|0|0|0|0|0|0|5|4|1|1|28|7|4|0|2|1|2|0|27|41|238|41|2|20|44|647|25|3|28|1
"828"|"Southern Methodist University"|2015|"Non-BEP"|0|0|346|28|0|32|3|35|0.107142857142857|0|0|0|0|0|0|0|0|0|0|0|0|2|56|26|0|173|18|0|2|9|28|0|0|1|4|4|1|0|0|0|14|0|0|0|1
"829"|"St Edwards University"|2015|"Non-BEP"|0|0|2|78|0|0|11|11|0.141025641025641|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|1|2|14|1|1|2|7|39|0|0|0|0
"830"|"St Marys University"|2015|"Non-BEP"|0|0|6|40|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|2|0|0|1|0|0|0|6|1|5|4|3|0|0|20|0|1|0|0
"831"|"Stephen F Austin State University"|2015|"Non-BEP"|0|0|34|718|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|5|0|0|17|0|6|0|2|0|0|1|16|49|158|19|4|14|58|359|8|3|30|0
"832"|"Sul Ross State University - Alpine"|2015|"Non-BEP"|0|0|14|30|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|7|2|2|0|0|1|0|0|1|0|4|1|0|1|0|15|2|0|6|0
"833"|"Sul Ross State University - Rio Grande"|2015|"Non-BEP"|0|0|28|60|0|3|7|10|0.116666666666667|0|0|0|0|0|0|0|0|0|0|0|0|0|6|2|0|14|2|0|0|1|0|0|0|2|0|17|3|0|1|0|30|0|0|0|0
"834"|"Texas A&M University - Corpus Christi"|2015|"Non-BEP"|0|0|46|288|0|0|2|2|0.00694444444444444|0|0|0|0|0|0|0|0|0|0|0|0|1|5|2|2|23|7|1|0|3|2|0|0|9|9|90|10|0|3|11|144|0|1|9|0
"835"|"Texas Lutheran University"|2015|"Non-BEP"|0|0|12|80|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|4|1|0|6|0|0|0|0|0|0|0|2|10|17|5|0|2|0|40|0|0|4|0
"836"|"Texas State University"|2015|"Non-BEP"|0|0|190|1734|0|29|310|339|0.178777393310265|0|0|0|0|0|0|0|0|0|0|0|0|0|22|6|5|95|12|4|1|10|5|1|0|49|64|256|34|18|28|31|867|18|5|54|0
"837"|"Texas Tech University"|2015|"BEP"|0|0|18|1136|0|0|128|128|0.112676056338028|0|0|0|0|0|0|0|0|0|0|0|0|3|0|0|0|9|1|1|0|0|0|4|0|15|39|252|19|10|6|66|568|17|1|15|0
"838"|"Texas Wesleyan University"|2015|"Non-BEP"|0|0|18|74|0|0|8|8|0.108108108108108|0|0|0|0|0|0|0|0|0|0|0|0|0|4|4|0|9|0|0|0|0|1|0|0|0|4|22|0|0|2|0|37|0|1|0|0
"839"|"Texas Womans University"|2015|"BEP"|0|0|154|758|0|16|104|120|0.137203166226913|0|0|0|0|0|0|0|0|0|0|0|0|7|29|3|11|77|3|1|0|3|3|1|0|6|24|170|17|0|5|37|379|4|0|12|0
"840"|"Trinity University"|2015|"Non-BEP"|0|0|82|0|0|2|0|2|NA|0|0|0|0|0|0|0|0|0|0|0|0|4|14|0|4|41|6|0|3|5|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0
"841"|"University of Dallas"|2015|"Non-BEP"|0|0|8|14|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|4|2|0|0|0|0|0|0|0|0|6|1|0|0|0|7|0|0|0|0
"842"|"University of Houston"|2015|"Non-BEP"|0|0|40|752|0|1|36|37|0.0478723404255319|0|0|0|0|0|0|0|0|0|0|0|0|2|5|2|0|20|6|0|0|2|2|0|0|9|39|185|54|24|13|14|376|0|2|0|0
"843"|"University of Houston-Clear Lake"|2015|"Non-BEP"|0|0|46|488|0|3|61|64|0.125|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|4|23|1|0|0|3|2|0|0|8|5|133|8|8|5|16|244|0|0|0|0
"844"|"University of Houston-Downtown"|2015|"Non-BEP"|0|0|32|428|0|3|53|56|0.123831775700935|0|0|0|0|0|0|0|0|0|0|0|0|0|8|1|0|16|1|0|0|2|1|0|0|0|0|155|3|2|1|0|214|0|0|0|0
"845"|"University of Houston-Victoria"|2015|"Non-BEP"|0|0|14|196|0|0|1|1|0.00510204081632653|0|0|0|0|0|0|0|0|0|0|0|0|0|3|0|0|7|3|0|0|0|1|0|0|3|0|84|2|1|2|4|98|0|1|0|0
"846"|"University of Mary Hardin-Baylor"|2015|"Non-BEP"|0|0|22|146|0|1|2|3|0.0136986301369863|0|0|0|0|0|0|0|0|0|0|0|0|1|3|1|0|11|3|0|0|1|1|0|0|3|7|24|7|3|10|6|73|0|2|9|0
"847"|"University of St Thomas"|2015|"Non-BEP"|0|0|30|48|0|4|6|10|0.125|0|0|0|0|0|0|0|0|0|0|0|0|0|7|0|0|15|1|0|2|0|1|0|0|1|0|13|2|0|2|0|24|0|0|0|0
"848"|"University of Texas - Arlington"|2015|"BEP"|0|0|18|772|0|1|106|107|0.137305699481865|0|0|0|0|0|0|0|0|0|0|0|0|0|6|1|0|9|1|0|0|0|0|0|0|45|20|113|31|21|19|0|386|0|3|28|0
"849"|"University of Texas - Austin"|2015|"Non-BEP"|0|0|80|1078|0|3|161|164|0.149350649350649|0|0|0|0|0|0|0|0|0|0|0|0|5|5|1|1|40|6|4|1|6|7|0|1|35|32|194|31|29|24|20|539|0|6|7|0
"850"|"University of Texas - Dallas"|2015|"BEP"|0|0|52|180|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6|5|0|26|2|0|0|2|10|0|0|11|0|55|7|12|5|0|90|0|0|0|0
"851"|"University of Texas - Permian Basin"|2015|"Non-BEP"|0|0|140|140|0|1|8|9|0.0571428571428571|0|0|0|0|0|0|0|0|0|0|0|0|7|26|8|7|70|7|5|0|5|4|0|0|7|2|39|4|0|4|1|70|1|0|4|0
